Country or Area,Year,Reference Date,Area,Sex,Age,Marital status,Record Type,Reliability,Source Year,Value,Value Footnotes
United States of America,1979,1-Mar-79,Urban,Male,25 - 29,Married,Estimate - de jure,"Final figure, complete",1979,5514000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,25 - 29,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,16000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,25 - 29,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,481000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,25 - 29,Married but separated,Estimate - de jure,"Final figure, complete",1979,173000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,25 - 29,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,30 - 34,Total,Estimate - de jure,"Final figure, complete",1979,7699000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,30 - 34,Single (never married),Estimate - de jure,"Final figure, complete",1979,1142000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,30 - 34,Married,Estimate - de jure,"Final figure, complete",1979,5984000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,30 - 34,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,16000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,30 - 34,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,557000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,30 - 34,Married but separated,Estimate - de jure,"Final figure, complete",1979,238000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,30 - 34,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,35 - 39,Total,Estimate - de jure,"Final figure, complete",1979,6257000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,35 - 39,Single (never married),Estimate - de jure,"Final figure, complete",1979,509000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,35 - 39,Married,Estimate - de jure,"Final figure, complete",1979,5302000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,35 - 39,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,10000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,35 - 39,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,436000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,35 - 39,Married but separated,Estimate - de jure,"Final figure, complete",1979,166000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,35 - 39,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,40 - 44,Total,Estimate - de jure,"Final figure, complete",1979,5270000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,40 - 44,Single (never married),Estimate - de jure,"Final figure, complete",1979,436000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,40 - 44,Married,Estimate - de jure,"Final figure, complete",1979,4418000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,40 - 44,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,31000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,40 - 44,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,384000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,40 - 44,Married but separated,Estimate - de jure,"Final figure, complete",1979,150000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,40 - 44,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,45 - 54,Total,Estimate - de jure,"Final figure, complete",1979,10562000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,45 - 54,Single (never married),Estimate - de jure,"Final figure, complete",1979,729000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,45 - 54,Married,Estimate - de jure,"Final figure, complete",1979,9016000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,45 - 54,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,192000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,45 - 54,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,626000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,45 - 54,Married but separated,Estimate - de jure,"Final figure, complete",1979,264000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,45 - 54,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,55 - 64,Total,Estimate - de jure,"Final figure, complete",1979,9240000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,55 - 64,Single (never married),Estimate - de jure,"Final figure, complete",1979,478000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,55 - 64,Married,Estimate - de jure,"Final figure, complete",1979,7998000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,55 - 64,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,317000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,55 - 64,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,447000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,55 - 64,Married but separated,Estimate - de jure,"Final figure, complete",1979,216000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,55 - 64,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,65 - 74,Total,Estimate - de jure,"Final figure, complete",1979,6064000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,65 - 74,Single (never married),Estimate - de jure,"Final figure, complete",1979,323000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,65 - 74,Married,Estimate - de jure,"Final figure, complete",1979,4926000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,65 - 74,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,569000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,65 - 74,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,246000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,65 - 74,Married but separated,Estimate - de jure,"Final figure, complete",1979,130000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,65 - 74,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,75 +,Total,Estimate - de jure,"Final figure, complete",1979,3007000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,75 +,Single (never married),Estimate - de jure,"Final figure, complete",1979,147000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,75 +,Married,Estimate - de jure,"Final figure, complete",1979,2067000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,75 +,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,726000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,75 +,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,67000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,75 +,Married but separated,Estimate - de jure,"Final figure, complete",1979,36000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,75 +,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Unknown,Total,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Unknown,Single (never married),Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Unknown,Married,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Unknown,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Unknown,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Unknown,Married but separated,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Unknown,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,Total,Total,Estimate - de jure,"Final figure, complete",1979,107646000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,Total,Single (never married),Estimate - de jure,"Final figure, complete",1979,42733000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,Total,Married,Estimate - de jure,"Final figure, complete",1979,49376000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,Total,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,10206000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,Total,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,5331000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,Total,Married but separated,Estimate - de jure,"Final figure, complete",1979,2393000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,0 - 13,Total,Estimate - de jure,"Final figure, complete",1979,21934000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,0 - 13,Single (never married),Estimate - de jure,"Final figure, complete",1979,21934000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,0 - 13,Married,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,0 - 13,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,0 - 13,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,0 - 13,Married but separated,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,14 - 19,Total,Estimate - de jure,"Final figure, complete",1979,11681000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,14 - 19,Single (never married),Estimate - de jure,"Final figure, complete",1979,10825000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,14 - 19,Married,Estimate - de jure,"Final figure, complete",1979,816000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,14 - 19,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,1000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,14 - 19,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,410000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,14 - 19,Married but separated,Estimate - de jure,"Final figure, complete",1979,56000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,20 - 24,Total,Estimate - de jure,"Final figure, complete",1979,9909000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,20 - 24,Single (never married),Estimate - de jure,"Final figure, complete",1979,4892000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,20 - 24,Married,Estimate - de jure,"Final figure, complete",1979,4678000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,20 - 24,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,13000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,20 - 24,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,326000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,20 - 24,Married but separated,Estimate - de jure,"Final figure, complete",1979,316000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,25 - 29,Total,Estimate - de jure,"Final figure, complete",1979,8956000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,25 - 29,Single (never married),Estimate - de jure,"Final figure, complete",1979,1764000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,25 - 29,Married,Estimate - de jure,"Final figure, complete",1979,6442000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,25 - 29,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,40000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,25 - 29,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,709000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,25 - 29,Married but separated,Estimate - de jure,"Final figure, complete",1979,392000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,30 - 34,Total,Estimate - de jure,"Final figure, complete",1979,8012000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,30 - 34,Single (never married),Estimate - de jure,"Final figure, complete",1979,770000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,30 - 34,Married,Estimate - de jure,"Final figure, complete",1979,6343000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,30 - 34,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,66000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,30 - 34,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,833000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,30 - 34,Married but separated,Estimate - de jure,"Final figure, complete",1979,353000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,35 - 39,Total,Estimate - de jure,"Final figure, complete",1979,6603000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,35 - 39,Single (never married),Estimate - de jure,"Final figure, complete",1979,440000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,35 - 39,Married,Estimate - de jure,"Final figure, complete",1979,5388000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,35 - 39,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,108000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,35 - 39,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,666000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,35 - 39,Married but separated,Estimate - de jure,"Final figure, complete",1979,274000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,40 - 44,Total,Estimate - de jure,"Final figure, complete",1979,5646000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,40 - 44,Single (never married),Estimate - de jure,"Final figure, complete",1979,291000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,40 - 44,Married,Estimate - de jure,"Final figure, complete",1979,4548000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,40 - 44,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,164000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,40 - 44,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,643000,"3,4"
United States of America,1979,1-Mar-79,Urban,Female,40 - 44,Married but separated,Estimate - de jure,"Final figure, complete",1979,268000,"3,4"
